id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,zipcode,lat,long,dormitory_type,preco_compra,preco_venda,lucro
4440400125,2014-05-08,4,1.75,2000,6120,1.0,0,98178,47.5035,-122.258,house,205200.0,266760.0,61560.0
1180002075,2014-08-25,3,1.0,1210,6000,1.0,0,98178,47.4984,-122.224,house,211500.0,274950.0,63450.0
179000505,2014-10-24,3,1.75,1800,9000,1.0,0,98178,47.4932,-122.278,house,231300.0,300690.0,69390.0
7812800681,2015-01-02,2,1.0,870,8487,1.0,0,98178,47.4955,-122.239,apartment,149400.0,194220.0,44820.0
1180002735,2014-11-19,2,1.5,1010,6000,1.0,0,98178,47.498,-122.222,apartment,242100.0,314730.0,72630.0
4279900140,2014-10-01,4,2.0,1650,5974,1.0,0,98178,47.5008,-122.257,house,251000.0,326300.0,75300.0
3352401090,2014-11-13,2,1.0,1190,11400,1.0,0,98178,47.5012,-122.265,apartment,215055.0,279571.5,64516.5
9368700270,2015-04-01,3,1.75,1160,5082,1.0,0,98178,47.503,-122.262,house,124110.0,161343.0,37233.0
3352402272,2014-06-11,5,2.0,1910,7200,1.0,0,98178,47.4975,-122.261,house,207000.0,269100.0,62100.0
4058802255,2014-07-24,2,1.0,990,6448,1.0,0,98178,47.5031,-122.245,apartment,197955.0,257341.5,59386.5
1180003435,2014-12-09,4,1.75,1690,6000,1.0,0,98178,47.497,-122.227,house,247500.0,321750.0,74250.0
3878900681,2015-01-21,1,0.75,1040,6034,1.0,0,98178,47.5078,-122.251,studio,244800.0,318240.0,73440.0
7812801125,2015-01-12,2,1.0,1110,6411,1.0,0,98178,47.4962,-122.242,apartment,200610.0,260793.0,60183.0
7689600360,2014-06-13,2,1.0,710,7200,1.0,0,98178,47.4903,-122.245,apartment,193500.0,251550.0,58050.0
7657000085,2015-02-02,2,1.5,2010,7755,2.0,0,98178,47.4947,-122.233,apartment,196200.0,255060.0,58860.0
7689600330,2014-08-13,3,1.0,860,7740,1.0,0,98178,47.4906,-122.244,house,186300.0,242190.0,55890.0
3352400905,2014-05-16,4,1.0,1530,7200,1.5,0,98178,47.5015,-122.262,house,220500.0,286650.0,66150.0
393000385,2014-12-15,3,1.5,1320,7980,1.0,0,98178,47.5068,-122.259,house,229500.0,298350.0,68850.0
2976800749,2014-10-31,4,2.0,1460,7254,1.0,0,98178,47.5056,-122.254,house,135000.0,175500.0,40500.0
2172000035,2014-08-21,2,1.0,930,11450,1.0,0,98178,47.4862,-122.264,apartment,171000.0,222300.0,51300.0
1423049029,2015-03-06,4,1.75,1970,8390,1.0,0,98178,47.4861,-122.251,house,238500.0,310050.0,71550.0
3348401490,2014-06-30,2,2.0,1860,10856,1.0,0,98178,47.4989,-122.265,apartment,238500.0,310050.0,71550.0
7812800995,2014-09-05,2,1.0,790,5985,1.0,0,98178,47.4941,-122.24,apartment,180000.0,234000.0,54000.0
4059400515,2014-09-09,2,1.0,920,7716,1.0,0,98178,47.5028,-122.243,apartment,206955.0,269041.5,62086.5
1180003175,2015-04-10,2,1.0,850,6000,1.0,0,98178,47.4972,-122.224,apartment,206955.0,269041.5,62086.5
3348401622,2014-07-31,3,2.0,1310,8440,1.0,0,98178,47.5003,-122.269,house,223000.0,289900.0,66900.0
2976800145,2015-04-06,4,1.75,2010,10816,1.0,0,98178,47.5048,-122.251,house,234000.0,304200.0,70200.0
179001046,2014-05-08,3,2.5,1190,3000,2.0,0,98178,47.4933,-122.275,house,206100.0,267930.0,61830.0
1180005280,2014-07-23,4,1.0,1460,6000,1.0,0,98178,47.4952,-122.224,house,215955.0,280741.5,64786.5
7812801590,2014-10-30,3,1.0,860,6664,1.0,0,98178,47.4931,-122.247,house,197910.0,257283.0,59373.0
3352400351,2014-11-21,3,1.0,1480,5600,1.0,0,98178,47.5045,-122.27,house,180000.0,234000.0,54000.0
7812801850,2014-10-15,3,1.0,1180,6050,1.0,0,98178,47.4945,-122.249,house,174600.0,226980.0,52380.0
179001101,2015-01-05,3,1.0,840,3000,1.0,0,98178,47.494,-122.275,house,121500.0,157950.0,36450.0
7961500010,2014-08-06,3,2.25,2210,10794,1.0,0,98178,47.4911,-122.224,house,220500.0,286650.0,66150.0
2172000894,2015-04-17,3,1.0,1250,10200,1.0,0,98178,47.4902,-122.256,house,202500.0,263250.0,60750.0
1123049027,2015-03-19,3,1.0,1100,27008,1.0,0,98178,47.4963,-122.249,house,141750.0,184275.0,42525.0
3347400525,2014-12-16,3,1.0,1070,14000,1.0,0,98178,47.4971,-122.279,house,132300.0,171990.0,39690.0
1180005220,2015-05-05,2,1.0,1070,6000,1.0,0,98178,47.495,-122.227,apartment,202500.0,263250.0,60750.0
2172000285,2015-03-23,2,1.0,1150,11250,1.0,0,98178,47.486,-122.264,apartment,229050.0,297765.0,68715.0
7657600005,2014-10-31,5,2.0,1730,7375,1.0,0,98178,47.4953,-122.238,house,224955.0,292441.5,67486.5
4059400585,2014-06-24,3,1.0,880,18205,1.0,0,98178,47.5013,-122.244,house,196200.0,255060.0,58860.0
2171400199,2014-09-04,5,2.25,2350,13000,1.0,0,98178,47.4939,-122.256,house,249798.6,324738.18,74939.58
7689600630,2014-11-06,2,1.0,710,6960,1.0,0,98178,47.4886,-122.246,apartment,194850.0,253305.0,58455.0
4059400190,2014-10-17,2,1.0,800,6050,1.0,0,98178,47.5001,-122.242,apartment,202500.0,263250.0,60750.0
7812801700,2014-06-10,4,1.0,1200,7200,1.5,0,98178,47.4951,-122.248,house,204300.0,265590.0,61290.0
4060000290,2014-06-17,3,1.5,880,6600,1.0,0,98178,47.5002,-122.247,house,253000.0,328900.0,75900.0
4060000170,2014-08-20,2,1.0,1260,7810,2.0,0,98178,47.5003,-122.248,apartment,229500.0,298350.0,68850.0
1123049126,2014-12-03,3,1.0,1340,10035,1.0,0,98178,47.4916,-122.254,house,204300.0,265590.0,61290.0
3352401476,2014-11-24,2,1.0,860,5000,1.0,0,98178,47.5005,-122.267,apartment,179989.2,233985.96000000002,53996.76
3347401315,2014-06-16,3,2.0,1410,7998,1.0,0,98178,47.4968,-122.277,house,198000.0,257400.0,59400.0
3151600035,2015-01-07,2,1.0,760,6407,1.0,0,98178,47.4977,-122.259,apartment,235431.0,306060.3,70629.3
1423049019,2014-05-23,2,1.0,580,7500,1.0,0,98178,47.4852,-122.251,apartment,81000.0,105300.0,24300.0
1423049019,2015-03-31,2,1.0,580,7500,1.0,0,98178,47.4852,-122.251,apartment,198000.0,257400.0,59400.0
7812800855,2015-03-11,2,1.0,790,7095,1.0,0,98178,47.4928,-122.239,apartment,143190.0,186147.0,42957.0
7812800215,2014-08-08,4,1.0,1500,6360,1.5,0,98178,47.4979,-122.24,house,211500.0,274950.0,63450.0
7657000540,2014-09-02,4,1.0,1220,7980,1.5,0,98178,47.4924,-122.237,house,148500.0,193050.0,44550.0
7657000540,2015-03-04,4,1.0,1220,7980,1.5,0,98178,47.4924,-122.237,house,234000.0,304200.0,70200.0
7689600215,2014-10-17,3,1.0,1120,8576,1.0,0,98178,47.4896,-122.248,house,182250.0,236925.0,54675.0
3352400661,2014-11-10,2,1.0,760,3800,1.0,0,98178,47.5019,-122.269,apartment,122310.0,159003.0,36693.0
2988800011,2015-04-14,3,1.0,2000,15900,1.0,0,98178,47.4816,-122.233,house,219600.0,285480.0,65880.0
2144800146,2014-08-26,3,2.0,1300,9334,1.0,0,98178,47.4865,-122.238,house,257500.0,334750.0,77250.0
4440400155,2015-01-06,3,1.0,1280,5100,1.0,0,98178,47.5035,-122.259,house,171000.0,222300.0,51300.0
7812801785,2015-02-18,3,2.0,1580,6655,1.0,0,98178,47.4927,-122.248,house,199212.30000000002,258975.99000000002,59763.69
3352401037,2015-01-08,3,1.75,1760,6300,1.0,0,98178,47.5003,-122.26,house,201600.0,262080.0,60480.0
7878400043,2014-08-05,3,1.75,1080,9262,1.0,0,98178,47.4883,-122.248,house,166500.0,216450.0,49950.0
3878900464,2015-05-04,2,1.75,1870,6625,1.0,0,98178,47.5071,-122.249,apartment,206550.0,268515.0,61965.0
1133000671,2014-06-02,3,1.0,960,6634,1.0,0,98125,47.7264,-122.31,house,283500.0,368550.0,85050.0
3992700335,2014-07-07,2,1.0,1190,4440,1.0,0,98125,47.7135,-122.287,apartment,344250.0,447525.0,103275.0
6381500700,2014-11-05,4,1.0,1590,7085,1.5,0,98125,47.7315,-122.305,house,328500.0,427050.0,98550.0
6798100662,2014-05-27,3,1.5,1255,1374,3.0,0,98125,47.7145,-122.311,house,280800.0,365040.0,84240.0
1455100116,2015-02-02,3,1.25,1510,13737,1.0,0,98125,47.7289,-122.283,house,357750.0,465075.0,107325.0
5144000036,2014-05-27,3,1.0,1050,9206,1.5,0,98125,47.7071,-122.301,house,324000.0,421200.0,97200.0
751000060,2014-05-06,3,1.0,1350,7740,1.0,0,98125,47.7098,-122.291,house,317700.0,413010.0,95310.0
4427100030,2015-01-14,3,1.5,1500,6332,1.0,0,98125,47.7274,-122.312,house,299250.0,389025.0,89775.0
6370000070,2014-09-19,4,1.5,1890,6052,1.0,0,98125,47.7055,-122.3,house,323100.0,420030.0,96930.0
8902500118,2014-08-12,3,2.5,1782,1577,3.0,0,98125,47.7114,-122.301,house,293400.0,381420.0,88020.0
6381500505,2015-04-02,3,1.0,1250,7157,1.0,0,98125,47.7323,-122.304,house,360000.0,468000.0,108000.0
2126049032,2014-09-05,3,1.75,1330,9417,1.0,0,98125,47.7231,-122.301,house,375000.0,487500.0,112500.0
3226049117,2015-02-13,2,1.0,870,6126,1.0,0,98125,47.7024,-122.322,apartment,348750.0,453375.0,104625.0
6632300478,2014-09-16,4,2.0,1350,7255,1.0,0,98125,47.7287,-122.31,house,360000.0,468000.0,108000.0
2239800070,2014-06-27,4,2.25,2300,7700,1.0,0,98125,47.7137,-122.322,house,375300.0,487890.0,112590.0
3448000270,2015-03-13,3,1.0,1200,15960,1.5,0,98125,47.7163,-122.299,house,358650.0,466245.0,107595.0
6414100111,2014-11-05,2,1.0,990,9223,1.0,0,98125,47.72,-122.32,apartment,328500.0,427050.0,98550.0
4427100105,2015-04-28,4,1.0,1430,6240,1.5,0,98125,47.7272,-122.311,house,398000.0,517400.0,119400.0
8901000445,2014-12-18,3,1.5,1600,10440,1.0,0,98125,47.7109,-122.311,house,351000.0,456300.0,105300.0
3992700036,2014-06-26,3,1.0,1170,6700,1.0,0,98125,47.7122,-122.29,house,373500.0,485550.0,112050.0
9324800110,2014-07-28,3,1.75,1720,8102,1.0,0,98125,47.7336,-122.29,house,420000.0,546000.0,126000.0
3834000805,2014-07-10,4,1.0,1170,8147,1.5,0,98125,47.7281,-122.289,house,315000.0,409500.0,94500.0
6381501636,2014-08-20,3,1.0,1780,6840,2.0,0,98125,47.727,-122.3,house,288000.0,374400.0,86400.0
7663700792,2014-07-24,2,1.0,1060,6100,1.0,0,98125,47.7317,-122.296,apartment,205200.0,266760.0,61560.0
7663700261,2014-10-08,4,1.75,1960,7945,1.0,0,98125,47.7326,-122.291,house,355500.0,462150.0,106650.0
1160000115,2015-03-04,4,1.75,3010,12523,1.0,0,98125,47.707,-122.316,house,360900.0,469170.0,108270.0
6161000015,2014-05-15,3,1.0,1400,7066,1.0,0,98125,47.7127,-122.325,house,314955.0,409441.5,94486.5
6855700115,2014-06-26,3,1.5,1400,8840,1.0,0,98125,47.7273,-122.309,house,321525.0,417982.5,96457.5
1453602309,2014-08-05,0,1.5,1430,1650,3.0,0,98125,47.7222,-122.29,house,259200.0,336960.0,77760.0
2026049125,2015-05-01,2,2.0,1030,2271,3.0,0,98125,47.7263,-122.314,apartment,279000.0,362700.0,83700.0
1787600164,2014-07-23,2,1.0,1560,4920,1.0,0,98125,47.7248,-122.325,apartment,279000.0,362700.0,83700.0
3992700265,2014-08-04,3,1.0,1060,8040,1.0,0,98125,47.7121,-122.287,house,346590.0,450567.0,103977.0
1787600252,2015-05-05,2,1.0,1150,6098,1.0,0,98125,47.7259,-122.328,apartment,253800.0,329940.0,76140.0
2926049449,2014-06-18,3,3.25,1689,1388,3.0,0,98125,47.7174,-122.317,house,345960.0,449748.0,103788.0
1454100056,2014-07-15,3,1.0,1600,5001,1.5,0,98125,47.7232,-122.289,house,355000.0,461500.0,106500.0
3226049184,2015-03-27,2,1.0,1060,6050,1.0,0,98125,47.7028,-122.321,apartment,292500.0,380250.0,87750.0
6414100721,2015-04-16,2,1.0,770,6017,1.0,0,98125,47.7223,-122.321,apartment,366750.0,476775.0,110025.0
6798100652,2014-07-15,3,2.5,1256,1154,3.0,0,98125,47.7146,-122.311,house,285075.0,370597.5,85522.5
7663700551,2015-04-07,3,2.0,1060,11765,1.0,0,98125,47.7333,-122.302,house,302400.0,393120.0,90720.0
5101407305,2014-12-18,2,1.0,750,6380,1.0,0,98125,47.7033,-122.308,apartment,287100.0,373230.0,86130.0
8820902905,2014-08-22,3,1.5,1240,7733,1.0,0,98125,47.714,-122.283,house,337500.0,438750.0,101250.0
5272200005,2015-02-18,2,1.0,1160,6911,1.0,0,98125,47.7149,-122.318,apartment,157500.0,204750.0,47250.0
8820900299,2015-02-04,3,3.0,2150,3962,1.5,0,98125,47.7183,-122.285,house,377955.0,491341.5,113386.5
3992700130,2014-07-08,3,1.0,1400,8100,1.5,0,98125,47.7124,-122.289,house,240300.0,312390.0,72090.0
1787600224,2015-03-10,3,2.5,1640,6991,1.0,0,98125,47.7255,-122.327,house,351000.0,456300.0,105300.0
7663700759,2014-12-01,3,1.5,1560,7884,1.0,0,98125,47.7312,-122.298,house,331200.0,430560.0,99360.0
6855700080,2014-07-14,3,1.0,1240,8840,1.0,0,98125,47.7277,-122.308,house,265455.0,345091.5,79636.5
1837000010,2015-03-02,3,1.0,1420,8160,1.0,0,98125,47.7164,-122.306,house,363600.0,472680.0,109080.0
8058500005,2015-02-03,2,1.0,1620,5400,1.0,0,98125,47.7069,-122.299,apartment,261000.0,339300.0,78300.0
6381500635,2014-05-16,3,1.0,1260,6826,1.0,0,98125,47.731,-122.303,house,307800.0,400140.0,92340.0
1787600094,2014-11-06,3,1.0,1160,7875,1.0,0,98125,47.724,-122.323,house,256500.0,333450.0,76950.0
6632300161,2015-04-28,3,1.0,1160,7854,1.0,0,98125,47.7304,-122.308,house,379800.0,493740.0,113940.0
6381500170,2014-08-26,2,1.0,910,7617,1.0,0,98125,47.7332,-122.305,apartment,211500.0,274950.0,63450.0
6381500170,2015-01-16,2,1.0,910,7617,1.0,0,98125,47.7332,-122.305,apartment,328500.0,427050.0,98550.0
2926049408,2014-10-09,3,2.0,3000,17800,1.0,0,98125,47.7058,-122.315,house,360000.0,468000.0,108000.0
6381502155,2015-01-16,3,1.0,1490,7200,1.0,0,98125,47.7276,-122.307,house,270000.0,351000.0,81000.0
8820900670,2014-06-23,3,1.75,1560,5223,1.0,0,98125,47.7175,-122.288,house,359955.0,467941.5,107986.5
6412600005,2014-10-03,4,1.5,1430,7232,1.5,0,98125,47.7197,-122.328,house,337500.0,438750.0,101250.0
1133000050,2015-04-20,4,2.5,2360,7370,1.0,0,98125,47.7201,-122.308,house,325800.0,423540.0,97740.0
6413100122,2014-07-11,3,1.75,1640,4860,1.0,0,98125,47.7125,-122.32,house,332955.0,432841.5,99886.5
7715600050,2015-02-19,3,1.75,1560,5950,1.0,0,98125,47.719,-122.307,house,346500.0,450450.0,103950.0
1454100005,2014-08-06,3,1.0,1370,8162,1.5,0,98125,47.7263,-122.289,house,315000.0,409500.0,94500.0
1454100480,2014-08-19,2,1.0,880,6171,1.0,0,98125,47.7262,-122.285,apartment,340650.0,442845.0,102195.0
4427100095,2014-06-23,4,1.5,1720,6417,1.0,0,98125,47.7268,-122.311,house,324000.0,421200.0,97200.0
9324800180,2014-10-16,2,1.5,1430,8137,1.0,0,98125,47.7307,-122.29,apartment,362925.0,471802.5,108877.5
4427100025,2014-05-09,3,1.5,1500,6337,1.0,0,98125,47.7276,-122.312,house,270000.0,351000.0,81000.0
6381500065,2014-07-29,3,2.0,1630,7800,1.0,0,98125,47.7326,-122.307,house,376500.0,489450.0,112950.0
8820901415,2014-05-29,4,2.75,1240,3867,1.0,0,98125,47.7157,-122.284,house,360000.0,468000.0,108000.0
3448000410,2014-05-13,3,2.5,1490,1709,3.0,0,98125,47.7173,-122.299,house,319410.9,415234.17000000004,95823.27
2044500142,2014-09-02,3,1.75,1770,6000,1.0,0,98125,47.7135,-122.315,house,378000.0,491400.0,113400.0
2126049096,2014-12-02,3,1.0,1460,8290,1.0,0,98125,47.7246,-122.3,house,359100.0,466830.0,107730.0
9455200596,2015-01-14,3,1.0,1450,8100,1.0,0,98125,47.7027,-122.289,house,321750.0,418275.0,96525.0
5272200040,2014-11-21,3,1.0,1000,6947,1.0,0,98125,47.7142,-122.319,house,337500.0,438750.0,101250.0
1453602284,2014-11-03,2,2.0,1320,2040,3.0,0,98125,47.7224,-122.291,apartment,266400.0,346320.0,79920.0
6412100092,2015-01-05,3,1.0,1520,9507,1.0,0,98125,47.7162,-122.324,house,326250.0,424125.0,97875.0
6632300230,2014-10-06,3,2.0,1370,7200,1.0,0,98125,47.7329,-122.308,house,339750.0,441675.0,101925.0
2744600040,2014-06-14,3,1.75,1430,8865,1.0,0,98125,47.7331,-122.299,house,297000.0,386100.0,89100.0
5101405604,2014-08-14,1,1.0,900,6380,1.0,0,98125,47.7019,-122.311,studio,315000.0,409500.0,94500.0
5101405604,2015-04-28,1,1.0,900,6380,1.0,0,98125,47.7019,-122.311,studio,355500.0,462150.0,106650.0
8822901301,2014-09-08,3,1.5,1280,974,3.0,0,98125,47.7162,-122.293,house,252900.0,328770.0,75870.0
3992700775,2015-01-21,4,2.0,1490,13736,1.0,0,98125,47.712,-122.281,house,369000.0,479700.0,110700.0
4077800518,2014-06-11,3,1.0,890,7200,1.0,0,98125,47.71,-122.286,house,333900.0,434070.0,100170.0
6381500035,2014-05-08,3,1.75,1890,9920,1.0,0,98125,47.7327,-122.306,house,346500.0,450450.0,103950.0
6632300040,2015-04-25,2,1.0,1140,7435,1.0,0,98125,47.73,-122.31,apartment,294300.0,382590.0,88290.0
3834000720,2015-03-19,2,1.0,1140,8147,1.0,0,98125,47.7278,-122.289,apartment,351000.0,456300.0,105300.0
3822200164,2014-08-19,3,2.25,1890,7498,1.0,0,98125,47.73,-122.297,house,381150.0,495495.0,114345.0
1787600165,2014-06-23,3,1.75,2390,7149,1.0,0,98125,47.7244,-122.326,house,356850.0,463905.0,107055.0
3834000400,2014-11-19,3,1.0,1630,8146,1.0,0,98125,47.7293,-122.29,house,373500.0,485550.0,112050.0
1454100260,2014-11-17,3,1.0,1370,6450,1.0,0,98125,47.7195,-122.288,house,321300.0,417690.0,96390.0
6413100311,2014-06-03,3,2.0,1080,7236,1.0,0,98125,47.7143,-122.32,house,390000.0,507000.0,117000.0
3822200105,2014-09-23,4,1.75,2030,12518,1.0,0,98125,47.7278,-122.297,house,342000.0,444600.0,102600.0
2126049083,2015-05-08,2,1.0,1300,6617,1.0,0,98125,47.7238,-122.302,apartment,292050.0,379665.0,87615.0
4426600125,2014-11-18,3,1.0,1520,8055,1.5,0,98125,47.7222,-122.305,house,251100.0,326430.0,75330.0
820000012,2014-08-27,3,3.25,1770,1977,3.0,0,98125,47.7186,-122.314,house,360900.0,469170.0,108270.0
7663700783,2014-06-13,3,1.5,1650,9957,1.0,0,98125,47.7303,-122.298,house,332550.0,432315.0,99765.0
1133000036,2015-04-21,3,1.0,1330,5000,1.0,0,98125,47.7211,-122.308,house,369000.0,479700.0,110700.0
6413600192,2015-04-27,2,1.5,940,1222,2.0,0,98125,47.7178,-122.318,apartment,292500.0,380250.0,87750.0
7715600070,2014-12-12,3,1.75,1560,14288,1.0,0,98125,47.7183,-122.306,house,346500.0,450450.0,103950.0
3226049045,2015-04-30,3,1.5,1090,5003,1.0,0,98125,47.703,-122.321,house,315000.0,409500.0,94500.0
6414100732,2015-01-07,2,1.0,1150,7552,1.0,0,98125,47.7215,-122.323,apartment,314100.0,408330.0,94230.0
1560100135,2015-02-24,2,1.0,890,7250,1.0,0,98125,47.7118,-122.314,apartment,256500.0,333450.0,76950.0
